question,label
저는 출퇴근중 자전거를 타고 가던 중 파란불 신호인 횡단보도에서 차량과 충돌하였습니다.,O S-LOC O O O O O O O B-ACC E-ACC
회사에서 일 하던중 지게차와 충돌하여 왼쪽 다리를 다쳤습니다.,S-LOC O O B-ACC E-ACC O B-INJURY E-INJURY
근무 도중 어깨가 벽에 충돌하여 재해를 입었습니다.,S-LOC O O B-ACC E-ACC O O
퇴근 중 눈길에 미끌려 역주행한 트럭에 충돌하여 사고가 발생했습니다.,S-LOC O O O O B-ACC E-ACC O O
제가 회사에서 일을 하다 검지와 중지가 협착되는 사고를 당했습니다.,O S-LOC O O O O S-ACC O O
회사에서 일하던 도중 오른쪽 엄지 손가락이 혼합기에 협착되어 절단되는 사고를 당하였습니다.,B-LOC E-LOC O O O O B-ACC E-ACC S-INJURY O O
작업중 지게차에 발목이 협착되는 사고를 당했어요,S-LOC B-ACC O E-ACC O O
회사에서 일하다 동료의 실수로 손가락 협착사고가 발생하였습니다.,S-LOC O O O O S-ACC O
일하다 기계에 협착사고로 엄지손가락을 제외한 나머지 손들이 절단되는 사고를 당했습니다.,S-LOC B-ACC E-ACC O O O B-INJURY E-INJURY O O
오늘 아침에 작업을 하다가 협착 사고로 손가락이 부러졌습니다.,O O S-LOC O S-ACC O B-INJURY E-INJURY
배관공으로 근무하던 중 손가락이 협착되어 괴사가 진행되었습니다.,O S-LOC O O S-ACC S-INJURY O
회사 현장에서 프레스에 팔꿈치 쪽이 협착되는 사고가 있었습니다.,B-LOC E-LOC B-ACC O O E-ACC O O
건설 현장에서 크레인 적재물에서 떨어지는 물체에 맞는 사고가 있었어요,B-LOC E-LOC O O O B-ACC E-ACC O O
현장에서 크레인 적재물이 떨어져서 다치는 사건이 있었어요,S-LOC O B-ACC E-ACC O O O
공사 현장에서 적재물 낙하사고로 어깨에 골절이 생겼어요,B-LOC E-LOC B-ACC E-ACC B-INJURY E-INJURY O
물류 센터에서 일을 하다가 떨어지는 물건에 머리를 다쳤어요,O O S-LOC O B-ACC E-ACC B-INJURY E-INJURY
물류 센터 현장에서 떨어지는 물체에 맞았어요.,O O S-LOC B-ACC I-ACC E-ACC
현장에서 일을하다가 낙하하는 물건에 머리를 맞는 사고가 있었어요,S-LOC O O B-ACC O E-ACC O O
같이 일하는 직원이 현장에서 일하다 실내 구조물이 떨어져 머리에 맞았어요,O O O S-LOC O O B-ACC I-ACC O E-ACC
같이 일하는 직원이 떨어지는 실내 구조물에 맞았어요,O O O O O B-ACC E-ACC
동료가 떨어지는 실내 구조물에 맞는 사고가 있었어요,O O O B-ACC E-ACC O O
현장에서 낙하하는 실내 구조물에 부상을 당하였어요,S-LOC B-ACC O E-ACC O O
현장에서 떨어지는 실내 구조물에 맞아 다쳤어요,S-LOC B-ACC O I-ACC E-ACC O
아버지께서 현장에서 일을 하다가 실내 구조물이 떨어져서 부상을 다하셨어요,O S-LOC O O O B-ACC E-ACC O O
아버지께서 근무중 떨어지는 실내 구조물에 맞아 입원하셨어요,O S-LOC B-ACC O I-ACC E-ACC O
회사의 업무로 사다리를 타고 천장 작업을 하다 낙하사고가 발생했습니다.,B-LOC E-LOC O O O O O S-ACC O
회사의 업무로 사다리를 타고 천장 작업을 하던중 떨어지는 사고가 생겼어요,B-LOC E-LOC O O O O O S-ACC O O
업무중 사다리에서 떨어지는 사고가 있었어요,S-LOC O S-ACC O O
업무를 하다가 사다리에서 떨어졌어요,S-LOC O O S-ACC
업무중 사다리에서 추락했어요,S-LOC O S-ACC
천장 작업을 하는데 사다리에서 떨어져서 부상을 당했어요,O S-LOC O O S-ACC O O
건설 현장에서 낙하하는 벽돌에 머리를 다치셨어요,B-LOC E-LOC B-ACC E-ACC B-INJURY E-INJURY
현장에서 떨어지는 벽돌에 머리를 맞아 부상을 당하셨어요,S-LOC B-ACC I-ACC O E-ACC O O
빌라 건설 현장에서 일하다가 벽돌을 머리에 맞았어요,O S-LOC E-LOC O B-ACC O E-ACC
근무중에 떨어지는 벽돌에 맞아 사망했어요,S-LOC O B-ACC E-ACC S-INJURY
현장에서 크레인 와이어가 끊어져 추락했고 상해를 입었습니다.,S-LOC O O O S-ACC O O
크레인 와이어가 끊어져 낙하하는 사고로 인해 상해를 입었어요,O O O S-ACC O O O O
현장에서 운반중이던 물건이 떨어지면서 상해를 입었어요,S-LOC O B-ACC E-ACC O O
건설 현장에서 운반중이던 물건에 맞아 부상을 입었습니다.,B-LOC E-LOC O B-ACC E-ACC O O
현장에서 운반 중이던 물건에 맞아 입원했습니다.,S-LOC O O B-ACC E-ACC O
낙하하는 쇳덩이에 맞아 어깨 골절이 생겼어요,O B-ACC E-ACC B-INJURY E-INJURY O
떨어지는 쇳덩이에 맞아 입원했어요,O B-ACC E-ACC O
현장에서 낙하하는 쇳덩이를 맞아서 부상을 당했어요,S-LOC O B-ACC E-ACC O O
현장에서 낙하하는 쇳덩이를 맞아서 상해를 입었어요,S-LOC O B-ACC E-ACC O O
현장에서 낙하사고로 인해 골절이 되었어요,S-LOC S-ACC O S-INJURY O
건설 현장서 자재가 낙하해서 다리를 다쳤습니다.,B-LOC E-LOC B-ACC E-ACC B-INJURY E-INJURY
현장에서 자재가 떨어지면서 머리에 맞아 부상을 입었어요,S-LOC B-ACC I-ACC O E-ACC O O
공사 현장에서 자재가 떨어지면서 상해를 입어 입원했어요,B-LOC E-LOC B-ACC E-ACC O O O
공사업에서 자재가 낙하해서 머리에 맞았어요,S-LOC B-ACC I-ACC O E-ACC
근무중 계단에서 추락하여 인대가 파손되었어요,S-LOC O S-ACC B-INJURY E-INJURY
낙하하는 파이프에 어깨를 맞아 어깨가 골절되었습니다.,O B-ACC O E-ACC B-INJURY E-INJURY
떨어지는 파이프에 맞아 팔이 부러지고 손가락이 골절되었어요,O B-ACC E-ACC B-INJURY E-INJURY B-INJURY E-INJURY
천장에서 물건이 낙하하여 머리에 맞아 사망했어요,O B-ACC I-ACC O E-ACC S-INJURY
천장에서 낙하하는 물체에 맞아 신경 및 근육이 파열되었어요,O B-ACC I-ACC E-ACC O O B-INJURY E-INJURY
고소작업차가 전도되어서 상해를 입었어요,O S-ACC O O
일을 하다가 고소작업차가 전도되어 사망했어요,O O O S-ACC S-INJURY
차량 전도로 인해서 갈비벼가 부서져서 입원했어요,B-ACC E-ACC O B-INJURY E-INJURY O
퇴근하다가 트럭에 충돌하여 사고를 당했어요,S-LOC B-ACC E-ACC O O
작업을 하다가 끼임 사고로 손가락이 부러졌어요,S-LOC O S-ACC O B-INJURY E-INJURY
작업 중 협착으로 인해 상해를 입었어요,S-LOC O S-ACC O O O
근무 중에 기계에 끼여서 절단 사고가 있었어요,S-LOC O B-ACC E-ACC O O O
일하는 도중 협착사고로 손가락 뼈가 부서졌어요,S-LOC O S-ACC O B-INJURY E-INJURY
제가 일을 하다가 손가락이 협착되는 사고가 있었어요,O S-LOC O O S-ACC O O
엘리베이터 작업중 추락하여 신경을 다쳤어요,O S-LOC S-ACC B-INJURY E-INJURY
업무로 엘리베이터 수리를 하다가 추락하여 상해를 입었어요,S-LOC O O O S-ACC O O
엘리베이터 수리 일을 하다가 떨어져 부상을 입었어요,O O S-LOC O S-ACC O O
엘리베이터 작업중에 추락해서 다리가 골절되었어요,O S-LOC S-ACC B-INJURY E-INJURY
낙하하는 물체를 막다 손가락이 골절되었어요,S-ACC I-ACC E-ACC B-INJURY E-INJURY
낙하하는 물체때문에 인대가 파손되었어요,S-ACC E-ACC B-INJURY E-INJURY
어깨에 낙하하는 물체를 맞아 어깨에 근육이 파열되었어요,O B-ACC I-ACC E-ACC O B-INJURY E-INJURY
떨어지는 물체를 어깨에 맞아 어깨의 신경이 손상되었어요,B-ACC I-ACC O E-ACC O B-INJURY E-INJURY
철거를 하던중 철거물에 깔려 갈비뼈가 골절되었어요,O O B-ACC E-ACC B-INJURY E-INJURY
철거 작업을 하는중에 떨어지는 물체에 맞아 부상을 입었어요,O S-LOC O B-ACC I-ACC E-ACC O O
현장에서 철거 업무를 하던중 낙하하는 물체에 상해를 입었어요,S-LOC O O O B-ACC E-ACC O O
공사현장에서 철거일을 하다가 철거물에 깔렸습니다.,S-LOC O O B-ACC E-ACC
건설 작업중 계단에서 떨어져서 다리 인대가 파열되었습니다.,B-LOC E-LOC O S-ACC O B-INJURY E-INJURY
떨어지는 물체에 손가락이 부딪혀 상해를 입었어요,B-ACC I-ACC O E-ACC O O
현장에서 떨어지는 물체에 부딪혀 뼈가 부서졌어요,S-LOC B-ACC I-ACC E-ACC B-INJURY E-INJURY
건설 현장에서 낙하하는 물체에 머리를 맞았어요,B-LOC E-LOC B-ACC I-ACC O E-ACC
계단에서 미끄러져 갈비뼈에 금이가고 다리가 부러졌습니다.,O S-ACC B-INJURY E-INJURY B-INJURY E-INJURY
자재가 떨어져서 머리에 맞았어요,B-ACC I-ACC O E-ACC
페인트 일을 하다가 추락하는 사건이 있었어요,O O O S-ACC O O
업무로 페인트칠을 하다가 고층에서 떨어졌습니다.,O O O O S-ACC
치킨집에서 기름 제거 청소를 하다가 손에 화상을 입었어요,O O O O O O S-INJURY O
요식업에서 일을 하는데 튀김을 튀기다 팔의 여러부위에 화상 사고를 당했습니다.,O S-LOC O O O O O S-INJURY O O
근무 중 화학 제품이 옷에 묻으면서 옷이 타들어가고 화상을 입었습니다.,S-LOC O O O O O O O S-INJURY O
일하다 턱과 어깨쪽에 화상을 입어서 입원치료를 하게 되었습니다.,S-LOC O O S-INJURY O O O O
회사에서 사고로 인해 2도의 화상을 입었고 피부이식수술을 하였습니다.,S-LOC O O O S-INJURY O O O
지인이 화학 공장에서 일을 하는데 약품이 폭발하여 전신 화상을 입었습니다.,O O O S-LOC O O S-ACC O S-INJURY O
건설 현장에서 알코올 폭발사고로 전신에 화상을 입었습니다.,B-LOC E-LOC O S-ACC O S-INJURY O
현장에서 용접을 하던중 왼쪽 다리에 화상을 입게되었습니다.,S-LOC O O O O S-INJURY O
일주일전 근무중에 얼굴 목 팔에 2도 화상을 입고 입원치료중입니다.,O S-LOC O O O B-INJURY E-INJURY O O
일을 하다가 화염으로 인해 화상을 입었습니다.,S-LOC O S-ACC O S-INJURY O
현장에서 가스가 폭발하여 화상을 입었습니다.,S-LOC O S-ACC S-INJURY O
일하는 중에 폭발에 의한 화염으로 얼굴과 목에 화상을 입었습니다.,S-LOC O S-ACC O O O O S-INJURY O
회사 근무중 전기폭발로 인해 손과 팔목에 심도성 2도 화상을 입어 피부이식 수술을 받았습니다.,O S-LOC S-ACC O O O O B-INJURY E-INJURY O O O O
금속도장공장에 근무하다가 갑작스런 폭발로 허벅지 쪽에 불이 붙어 2도 화상을 입었습니다.,O S-LOC O S-ACC O O O O B-INJURY E-INJURY O
저희 아버지께서 작업중 화재폭발 사고로 인해 몸 전체에 화상을 입었습니다.,O O S-LOC S-ACC O O O O S-INJURY O
제가 2월에 폭발사고로 다리에 화상을 입었습니다.,O O S-ACC O S-INJURY O
일하던중 가스 폭발로 얼굴과 손에 화상으로 병원에 입원중입니다.,S-LOC O S-ACC O O S-INJURY O O
에어컨 작업중 차단기 폭발로 인해 오른쪽팔에 화상을 입었습니다.,O S-LOC O S-ACC O O S-INJURY O
가스가 폭발하여 온몸에 화상을 입었습니다.,O S-ACC O S-INJURY O
회사에서 근무하던중 폭발사고가 나서 화상을 입었습니다.,O S-LOC S-ACC O S-INJURY O
최근 일용직으로 건설현장에서 일을하다 폭발사고로 전신화상을 입었습니다.,O O S-LOC O S-ACC S-INJURY O
건설 현장에서 알코올 폭발사고로 전신 화상을 입었습니다.,B-LOC E-LOC O S-ACC O S-INJURY O
작업중에 갑작스런 폭발로 다리에 화상을 입었습니다.,S-LOC O S-ACC O S-INJURY O
현장에서 폭발사고가 발생해서 화상치료를 받고있습니다.,S-LOC S-ACC O S-INJURY O
일을 하다가 가스가 폭발하여 전신에 화상을 입고 입원중입니다.,S-LOC O O S-ACC O S-INJURY O O
회사에서 폭발 사고로 인해서 전신 화상을 입고 현재 요양중입니다.,S-LOC B-ACC E-ACC O B-INJURY E-INJURY O O O
일을 하다가 화상을 입었습니다.,S-LOC O S-INJURY O
현장에서 가스 폭발 사건으로 화상을 입고 입원중입니다.,S-LOC B-ACC E-ACC O S-INJURY O O
현장에서 폭발사고로 인해 화상을 입고 입원 치료중입니다.,S-LOC S-ACC O S-INJURY O O O
현장에서 가스가 폭발하여 전신에 화상을 입었습니다.,S-LOC B-ACC E-ACC B-INJURY E-INJURY O
작업중 차단기 폭발로 화상을 입었습니다.,S-LOC B-ACC E-ACC S-INJURY O
현장에서 일을 하던중 갑작스러운 폭발로 전신에 화상을 입고 치료중입니다.,S-LOC O O O S-ACC B-INJURY E-INJURY O O
현장에서 추락해서 다리가 부러졌어요,S-LOC S-ACC B-INJURY E-INJURY
낙하하는 물체가 어깨에 떨어져서 어깨의 신경이 손상되었어요,B-ACC I-ACC O E-ACC O B-INJURY E-INJURY
떨어지는 물체에 맞아 발에 부상을 입었어요,B-ACC I-ACC E-ACC B-INJURY E-INJURY O
자재가 발에 떨어져 골절되었어요,B-ACC O E-ACC S-INJURY
철거도중 낙하하는 물체에 맞아 뇌졸증으로 사망했어요,O B-ACC I-ACC E-ACC S-INJURY S-INJURY
출근 중에 튀어나온 동물에 충돌하는 사고가 발생해서 현재 입원중이예여,S-LOC O O O S-ACC O O O O
출근을 하다가 도로에 나온 야생동물에 부딪혀 수술을 받았어요,S-LOC O O O B-ACC E-ACC O O
튀어나오는 야생동물에 교통사고를 당해서 입원중이에 있습니다.,O B-ACC E-ACC O O O
회사에서 퇴근하던중 계단에서 넘어져 다리가 골절되었어요,O S-LOC O S-ACC B-INJURY E-INJURY
회사에서 계단에서 넘어져 팔이 부러졌습니다.,O O S-ACC B-INJURY E-INJURY
건설혖장에서 날라오는 물건에 맞았어요,S-LOC O B-ACC E-ACC
동생이 배달 아르바이트를 하다가 교통사고를 당해 사망했어요,O B-LOC E-LOC O S-ACC O S-INJURY
동생이 비오는 날 배달을 하다가 미끄러져 교통사고를 당했어요,O O O S-LOC O O S-ACC O
일을 하다 컨베이어 벨트에 끼임사고를 당해 오른쪽 팔을 어깨절반까지 절단 했습니다.,S-LOC O B-ACC I-ACC E-ACC O O B-INJURY O E-INJURY O
새벽에 끼임 사고로 근로자가 사망했습니다.,O S-ACC O O S-INJURY
제조현장에서 제조 기계에 손가락이 끼임사고를 당하여 접합봉합수술을 받았습니다.,S-LOC O B-ACC O E-ACC O S-INJURY O
아버지께서 건설현장에 일을 하시다가 기계에 끼임으로 손가락을 다치셨어요,O S-LOC O O B-ACC E-ACC B-INJURY E-INJURY
배관 분리후 정리중 손가락 끼임 사고를 당했어요,O O O B-ACC E-ACC O O
"제가 일하다 왼쪽 무릎 부상으로 인해 입원,수술을 하였습니다.",O S-LOC O B-INJURY E-INJURY O O O
화학 물질이 몸에 묻어 화상을 입었습니다.,B-ACC E-ACC O O S-INJURY O
근무 하는 도중 화학 제품이 옷에 묻어 화상을 입고 치료중입니다.,S-LOC O O B-ACC E-ACC O O S-INJURY O O
화학 공장의 폭발로 화상 치료중입니다.,O B-ACC E-ACC S-INJURY O
공장에 폭발사고가 나서 전신에 화상을 입었습니다.,B-ACC E-ACC O B-INJURY E-INJURY O
화학 공장에서 약품이 폭발해서 화상을 입고 피부 이식수술을 받았습니다.,O O B-ACC E-ACC S-INJURY O O O O
업무를 하던 중 화학약품이 폭발해 손과 다리에 2도 화상을 입었습니다.,S-LOC O O B-ACC E-ACC O O B-INJURY E-INJURY O
화학 공장에서 업무를 하던중 몸에 묻은 약품이 타들어가서 화상을 입었습니다.,O O S-LOC O O O O O S-INJURY O
차단기에서 폭발사고 나서 몸에 화상을 입었습니다.,O B-ACC O O S-INJURY O
가스가 폭발하여 얼굴 전면에 1도 화상을 입게되었습니다.,B-ACC E-ACC O O B-INJURY E-INJURY O
화학공장에서 폭발사고가 발생해서 동료가 사망하였습니다.,O S-ACC O O S-INJURY
같이 일한 동료가 폭발로 인한 화염에 화상을 입었습니다.,O O O B-ACC O O S-INJURY O
같이 일하는 직원의 몸에 약품이 묻어 화상을 입고 입원하였습니다.,O O O O O O S-INJURY O O
작업중 폭발로 인해 전신에 70퍼센트 화상을 입었습니다.,S-LOC S-ACC O O O S-INJURY O
배관 작업을 하던중 손이 협착되었습니다.,O S-LOC O O S-ACC
출근 중 마주오는 차에 사고를 당했습니다.,S-LOC O O B-ACC E-ACC O
작업 중 손가락이 끼여 부상을 당했습니다.,S-LOC O B-ACC E-ACC O O
현장에서 가스가 폭발하여 화염으로 화상을 입었습니다,S-LOC B-ACC E-ACC O S-INJURY O
폭발에 의한 화염으로 몸에 화상을 입어 피부 이식을 받았습니다.,S-ACC O O O S-INJURY O O O O
건설 현장에서 폭발 사고로 인해 몸에 화상을 입었습니다.,B-LOC E-LOC S-ACC O O O S-INJURY O
현장에서 발생한 화염으로 다리에 화상을 입었습니다.,S-LOC O O O S-INJURY O
약품이 폭발하면서 발생한 화염으로 팔에 화상을 입고 치료중입니다.,B-ACC E-ACC O O O S-INJURY O O
현장에서 전기 폭발이 일어나 몸에 화상을 입었습니다.,S-LOC B-ACC E-ACC O O S-INJURY O
갑작스런 전기 폭발사고로 전신에 화상을 입었습니다.,O B-ACC E-ACC O S-INJURY O
